Parametric p-value,FDR,Geom mean of intensities in class 1,Geom mean of intensities in class 2,Fold-change(KD/C),UniqueID,Symbol
0.620408,1,10.05,12.8,1.2658227848101264,ENSG00000180346,TIGD2
0.620409,1,1.37,1.66,1.2195121951219512,ENSG00000144045,DQX1
0.620451,1,50.79,58.55,1.1494252873563218,ENSG00000198740,ZNF652
0.620569,1,1.14,1.22,1.0638297872340425,ENSG00000260368,RP11-521I2.3
0.620622,1,9.53,7.71,0.8130081300813008,ENSG00000226363,AC009336.24
0.620869,1,49.57,42.57,0.8620689655172414,ENSG00000160753,RUSC1
0.620998,1,8.04,10.48,1.2987012987012987,ENSG00000144362,PHOSPHO2
0.621131,1,23.1,25.86,1.1235955056179776,ENSG00000152942,RAD17
0.621151,1,1.52,1.82,1.2048192771084338,ENSG00000125910,S1PR4
0.621261,1,1.67,1.34,0.8064516129032259,ENSG00000270933,CTD-2227E11.1
0.621318,1,1.17,1.06,0.9090909090909091,ENSG00000268688,AC007382.1
0.621319,1,16.37,13.87,0.8474576271186441,ENSG00000254004,ZNF260
0.621343,1,29.1,25.34,0.8695652173913044,ENSG00000182208,MOB2
0.62138,1,13.89,16.12,1.1627906976744187,ENSG00000118600,TMEM5
0.6214,1,20.97,18.99,0.9090909090909091,ENSG00000157800,SLC37A3
0.621411,1,82.42,95.51,1.1627906976744187,ENSG00000107937,GTPBP4
0.621446,1,2.97,2.38,0.8064516129032259,ENSG00000160326,SLC2A6
0.621736,1,4.37,3.49,0.8,ENSG00000169682,SPNS1
0.621739,1,1.99,1.65,0.8264462809917356,ENSG00000110200,ANAPC15
0.621778,1,109.76,94.12,0.8547008547008548,ENSG00000166226,CCT2
0.621784,1,1.28,1.14,0.8849557522123894,ENSG00000261392,RP11-473I1.6
0.622023,1,1.31,1.14,0.8695652173913044,ENSG00000273075,RP11-122G18.8
0.622077,1,49.04,53.33,1.0869565217391304,ENSG00000135723,FHOD1
0.622139,1,1.41,1.6,1.1363636363636365,ENSG00000226029,RP4-798A10.2
0.622184,1,2.21,2.83,1.282051282051282,ENSG00000234869,RP3-439F8.1
0.622388,1,2.2,1.6,0.7299270072992701,ENSG00000143556,S100A7
0.622401,1,2.24,2.99,1.3333333333333333,ENSG00000229965,RP11-118H4.1
0.62242,1,1.55,1.27,0.819672131147541,ENSG00000179148,ALOXE3
0.6225,1,5.54,8.24,1.4925373134328357,ENSG00000242193,RP11-568K15.1
0.622539,1,1.08,1.14,1.0526315789473684,ENSG00000214855,APOC1P1
0.622611,1,1.99,1.56,0.78125,ENSG00000213139,CRYGS
0.622648,1,11.08,9.3,0.8403361344537815,ENSG00000182310,SPACA6P
0.622651,1,30.69,26.47,0.8620689655172414,ENSG00000244300,RP11-475N22.4
0.622761,1,2.11,1.74,0.8264462809917356,ENSG00000230844,ZNF674-AS1
0.622785,1,3.28,2.48,0.7575757575757576,ENSG00000132170,PPARG
0.622987,1,237.84,255.23,1.075268817204301,ENSG00000127616,SMARCA4
0.623017,1,2.25,1.73,0.7692307692307692,ENSG00000212123,PRR22
0.62309,1,33.21,38.65,1.1627906976744187,ENSG00000120942,UBIAD1
0.623113,1,1.68,2,1.1904761904761905,ENSG00000204335,SP5
0.623129,1,6.46,7.26,1.1235955056179776,ENSG00000172456,FGGY
0.623176,1,1.06,1.14,1.075268817204301,ENSG00000007516,BAIAP3
0.623176,1,1.06,1.14,1.075268817204301,ENSG00000215452,ZNF663P
0.623176,1,1.06,1.14,1.075268817204301,ENSG00000253327,RAD21-AS1
0.623176,1,1.06,1.14,1.075268817204301,ENSG00000261934,PCDHGA9
0.623196,1,76.43,84.96,1.1111111111111112,ENSG00000111707,SUDS3
0.62325,1,308.98,282.91,0.9174311926605504,ENSG00000100591,AHSA1
0.623351,1,37.14,46.69,1.25,ENSG00000137802,MAPKBP1
0.623443,1,16.09,18.42,1.1494252873563218,ENSG00000135336,ORC3
0.62353,1,2.43,1.88,0.7751937984496123,ENSG00000272829,XXbac-B135H6.18
0.623571,1,1.39,1.69,1.2195121951219512,ENSG00000188373,C10orf99
0.623613,1,1.3,1.52,1.1627906976744187,ENSG00000258490,RP11-862P13.1
0.623637,1,1.83,2.2,1.2048192771084338,ENSG00000247982,LINC00926
0.623739,1,12.04,7.95,0.6622516556291391,ENSG00000140406,MESDC1
0.623779,1,2.1,1.62,0.7692307692307692,ENSG00000153012,LGI2
0.62381,1,79.49,70.54,0.8849557522123894,ENSG00000025293,PHF20
0.623851,1,1.21,1.08,0.8849557522123894,ENSG00000266441,RP11-91I8.3
0.623876,1,1.85,2.31,1.25,ENSG00000267475,CTD-2538C1.2
0.623895,1,1.5,1.26,0.8403361344537815,ENSG00000103316,CRYM
0.623896,1,1.99,2.52,1.2658227848101264,ENSG00000182141,ZNF708
0.623905,1,1.21,1.4,1.1627906976744187,ENSG00000130477,UNC13A
0.624012,1,1.11,1.06,0.9523809523809523,ENSG00000271020,RP11-10C24.1
0.624025,1,17.72,20.27,1.1494252873563218,ENSG00000111678,C12orf57
0.624199,1,812.61,772.05,0.9523809523809523,ENSG00000144713,RPL32
0.624236,1,26.53,30.01,1.1363636363636365,ENSG00000176771,NCKAP5
0.624451,1,12.44,18.67,1.4925373134328357,ENSG00000219135,RP11-129H15.3
0.624487,1,8.99,7.97,0.8849557522123894,ENSG00000088280,ASAP3
0.624524,1,4.5,5.2,1.1627906976744187,ENSG00000185305,ARL15
0.624644,1,1.76,2.22,1.2658227848101264,ENSG00000204909,SPINK9
0.624649,1,4.89,3.86,0.7874015748031495,ENSG00000172824,CES4A
0.624672,1,39.44,44.39,1.1235955056179776,ENSG00000173020,ADRBK1
0.624673,1,8.42,11.12,1.3157894736842106,ENSG00000162627,SNX7
0.624684,1,112.88,92.56,0.819672131147541,ENSG00000130309,COLGALT1
0.624729,1,1.99,1.62,0.819672131147541,ENSG00000074966,TXK
0.624975,1,6.77,7.68,1.1363636363636365,ENSG00000196247,ZNF107
0.624996,1,77.17,85.03,1.0989010989010988,ENSG00000131724,IL13RA1
0.625008,1,26.52,21.62,0.8130081300813008,ENSG00000232573,RPL3P4
0.625094,1,1.16,1.27,1.0989010989010988,ENSG00000163492,CCDC141
0.625098,1,1.26,1.44,1.1494252873563218,ENSG00000123901,GPR83
0.625138,1,1.11,1.06,0.9523809523809523,ENSG00000260470,RP11-834C11.11
0.62519,1,1.5,1.77,1.1764705882352942,ENSG00000169085,C8orf46
0.625273,1,29.22,33.54,1.1494252873563218,ENSG00000166348,USP54
0.625278,1,15.36,17.01,1.1111111111111112,ENSG00000137571,SLCO5A1
0.625298,1,3.89,5.03,1.2987012987012987,ENSG00000113946,CLDN16
0.625516,1,1.07,1.14,1.0638297872340425,ENSG00000228201,AL022341.3
0.62554,1,18.71,21.17,1.1363636363636365,ENSG00000130348,QRSL1
0.625674,1,28.6,34.4,1.2048192771084338,ENSG00000129595,EPB41L4A
0.625743,1,28.29,25.53,0.9009009009009008,ENSG00000069966,GNB5
0.625766,1,10.06,8.5,0.8474576271186441,ENSG00000122694,GLIPR2
0.625768,1,28.07,34.54,1.2345679012345678,ENSG00000132182,NUP210
0.625773,1,8.08,9.57,1.1904761904761905,ENSG00000057657,PRDM1
0.625809,1,69.23,63.86,0.9259259259259258,ENSG00000100030,MAPK1
0.625814,1,11.34,8.8,0.7751937984496123,ENSG00000132640,BTBD3
0.625866,1,39.4,33.5,0.8474576271186441,ENSG00000136754,ABI1
0.625879,1,6.05,5,0.8264462809917356,ENSG00000204406,MBD5
0.62604,1,3.23,4.13,1.282051282051282,ENSG00000133392,MYH11
0.626041,1,3.33,2.54,0.7633587786259541,ENSG00000101096,NFATC2
0.626061,1,31.15,35.38,1.1363636363636365,ENSG00000175782,SLC35E3
0.626087,1,8.14,10.49,1.282051282051282,ENSG00000196405,EVL
0.626111,1,1.06,1.14,1.075268817204301,ENSG00000143318,CASQ1
0.626274,1,1.3,1.56,1.1904761904761905,ENSG00000272812,RP5-855D21.3
0.626485,1,1.63,1.33,0.819672131147541,ENSG00000233388,RP4-569D19.5
0.6265,1,16.21,19.15,1.1764705882352942,ENSG00000136908,DPM2
0.626503,1,5.05,3.92,0.7751937984496123,ENSG00000133106,EPSTI1
0.626601,1,6.03,4.48,0.7462686567164178,ENSG00000117143,UAP1
0.626622,1,14.77,17.84,1.2048192771084338,ENSG00000121481,RNF2
0.626807,1,2.37,3.04,1.282051282051282,ENSG00000271643,RP11-10C24.3
0.626904,1,1.74,1.41,0.8130081300813008,ENSG00000203356,RP11-296A18.3
0.626931,1,8.22,9.99,1.2195121951219512,ENSG00000136143,SUCLA2
0.627024,1,180.26,162.16,0.9009009009009008,ENSG00000128524,ATP6V1F
0.62708,1,67.47,49.81,0.7407407407407407,ENSG00000112658,SRF
0.627199,1,1.78,1.45,0.819672131147541,ENSG00000122367,LDB3
0.627256,1,2.7,3.28,1.2048192771084338,ENSG00000185019,UBOX5
0.627392,1,82.93,89.36,1.075268817204301,ENSG00000108883,EFTUD2
0.627431,1,1.4,1.67,1.1904761904761905,ENSG00000268172,AL590452.1
0.627525,1,105.54,80.05,0.7575757575757576,ENSG00000116212,LRRC42
0.627554,1,10.16,8.39,0.8264462809917356,ENSG00000160161,CILP2
0.627625,1,9,12.14,1.3513513513513513,ENSG00000136044,APPL2
0.627638,1,43.14,34.67,0.8064516129032259,ENSG00000165389,SPTSSA
0.6277,1,1.38,1.65,1.1904761904761905,ENSG00000221887,HMSD
0.627779,1,1.37,1.14,0.8333333333333334,ENSG00000187266,EPOR
0.627921,1,77.04,66.72,0.8695652173913044,ENSG00000197785,ATAD3A
0.627943,1,449.77,387.62,0.8620689655172414,ENSG00000147684,NDUFB9
0.62801,1,1.33,1.14,0.8620689655172414,ENSG00000131652,THOC6
0.628082,1,1.5,1.26,0.8403361344537815,ENSG00000264344,AP000936.2
0.628122,1,5.03,4.32,0.8547008547008548,ENSG00000257966,OLA1P3
0.628576,1,49.87,58.36,1.1764705882352942,ENSG00000137642,SORL1
0.62859,1,4.84,6.38,1.3157894736842106,ENSG00000025039,RRAGD
0.628621,1,4.41,5.19,1.1764705882352942,ENSG00000160188,RSPH1
0.628927,1,3.61,2.78,0.7692307692307692,ENSG00000272293,RP11-91J19.3
0.628936,1,1.2,1.06,0.8771929824561404,ENSG00000153802,TMPRSS11D
0.628941,1,30.57,26,0.8474576271186441,ENSG00000196576,PLXNB2
0.628951,1,7.15,5.33,0.7462686567164178,ENSG00000255529,POLR2M
0.62899,1,8.62,7.39,0.8547008547008548,ENSG00000162959,MEMO1
0.629028,1,2.04,1.73,0.8474576271186441,ENSG00000136167,LCP1
0.629148,1,28.06,23.34,0.8333333333333334,ENSG00000170581,STAT2
0.629196,1,70.95,57.52,0.8130081300813008,ENSG00000064195,DLX3
0.629205,1,18.51,21.44,1.1627906976744187,ENSG00000100441,KHNYN
0.629212,1,24.83,26.38,1.0638297872340425,ENSG00000242086,LINC00969
0.62925,1,1.53,1.27,0.8333333333333334,ENSG00000236256,DIAPH2-AS1
0.629269,1,1.14,1.27,1.1111111111111112,ENSG00000265625,RP11-68I3.11
0.629294,1,14.87,17.89,1.2048192771084338,ENSG00000152767,FARP1
0.629298,1,18.29,22.99,1.25,ENSG00000136352,NKX2-1
0.629375,1,13.86,18.64,1.3513513513513513,ENSG00000106603,COA1
0.629466,1,1.3,1.14,0.8771929824561404,ENSG00000265787,CYP4F35P
0.629519,1,2.96,2.16,0.7299270072992701,ENSG00000269900,RMRP
0.629634,1,1.27,1.08,0.8474576271186441,ENSG00000231187,RP11-38L15.3
0.629646,1,5.25,6.75,1.282051282051282,ENSG00000152782,PANK1
0.629723,1,1.13,1.06,0.9345794392523364,ENSG00000249616,CTD-2194F12.1
0.62977,1,9.53,8.29,0.8695652173913044,ENSG00000154079,C6orf57
0.62982,1,12.12,9.72,0.8,ENSG00000170175,CHRNB1
0.629875,1,3.27,4.2,1.282051282051282,ENSG00000182912,C21orf90
0.630072,1,1.14,1.27,1.1235955056179776,ENSG00000228010,AC073343.13
0.6302,1,1.29,1.44,1.1111111111111112,ENSG00000110844,PRPF40B
0.630235,1,1.16,1.27,1.0989010989010988,ENSG00000103742,IGDCC4
0.630241,1,16.11,19.45,1.2048192771084338,ENSG00000150054,MPP7
0.630249,1,11.92,14.55,1.2195121951219512,ENSG00000143751,SDE2
0.630256,1,13.43,11.6,0.8620689655172414,ENSG00000204650,CRHR1-IT1
0.630311,1,571.03,652.83,1.1494252873563218,ENSG00000266402,SNORA76
0.630366,1,8.08,5.81,0.7194244604316548,ENSG00000134686,PHC2
0.630548,1,1.16,1.27,1.0989010989010988,ENSG00000230925,RP11-176F3.7
0.630561,1,4.52,3.73,0.8264462809917356,ENSG00000228794,LINC01128
0.63061,1,66.24,53.45,0.8064516129032259,ENSG00000100528,CNIH1
0.630639,1,3.38,2.61,0.7692307692307692,ENSG00000150551,LYPD1
0.63083,1,3.79,2.83,0.7462686567164178,ENSG00000187134,AKR1C1
0.630865,1,1.35,1.52,1.1235955056179776,ENSG00000254838,GVINP1
0.630881,1,18.82,23.96,1.2658227848101264,ENSG00000051523,CYBA
0.630945,1,2.11,1.69,0.8064516129032259,ENSG00000240057,RP11-572M11.4
0.630983,1,140.53,116.03,0.8264462809917356,ENSG00000127952,STYXL1
0.631045,1,2.68,2.03,0.7575757575757576,ENSG00000049249,TNFRSF9
0.631128,1,11.72,9.2,0.7874015748031495,ENSG00000151287,TEX30
0.631142,1,89.5,80.56,0.9009009009009008,ENSG00000103855,CD276
0.631291,1,42.75,47.6,1.1111111111111112,ENSG00000005194,CIAPIN1
0.631312,1,2.23,1.84,0.8264462809917356,ENSG00000215790,SLC35E2
0.631321,1,1.63,1.34,0.819672131147541,ENSG00000265261,RP11-162A12.3
0.631344,1,12.62,10.96,0.8695652173913044,ENSG00000138036,DYNC2LI1
0.631417,1,7.2,6.34,0.8771929824561404,ENSG00000151553,FAM160B1
0.631428,1,1.27,1.44,1.1363636363636365,ENSG00000153790,C7orf31
0.631482,1,15.48,14.2,0.9174311926605504,ENSG00000163349,HIPK1
0.631501,1,28.81,31.86,1.1111111111111112,ENSG00000104714,ERICH1
0.631532,1,33.54,43.07,1.282051282051282,ENSG00000217555,CKLF
0.63156,1,1.16,1.34,1.1494252873563218,ENSG00000268240,RP11-678G14.4
0.631604,1,12.14,10.51,0.8695652173913044,ENSG00000102871,TRADD
0.631638,1,4.66,5.78,1.2345679012345678,ENSG00000260872,RP11-680G24.5
0.63167,1,2.26,2.86,1.2658227848101264,ENSG00000104894,CD37
0.631799,1,13.47,16.76,1.25,ENSG00000023330,ALAS1
0.631898,1,29.73,34.29,1.1494252873563218,ENSG00000099282,TSPAN15
0.63192,1,1.94,1.52,0.78125,ENSG00000258080,ARHGAP42P4
0.631994,1,2.63,3.37,1.282051282051282,ENSG00000119929,CUTC
0.632039,1,57.28,50.04,0.8771929824561404,ENSG00000226532,RP5-1052M9.1
0.632284,1,47.72,43.51,0.9090909090909091,ENSG00000157064,NMNAT2
0.632382,1,190.48,227.17,1.1904761904761905,ENSG00000156675,RAB11FIP1
0.632584,1,1.8,1.56,0.8620689655172414,ENSG00000172817,CYP7B1
0.632619,1,1.49,1.26,0.8474576271186441,ENSG00000256146,RP11-319E16.2
0.632627,1,10.37,12.62,1.2195121951219512,ENSG00000104522,TSTA3
0.63263,1,18.53,22.09,1.1904761904761905,ENSG00000196950,SLC39A10
0.632636,1,16.84,22.21,1.3157894736842106,ENSG00000145375,SPATA5
0.632683,1,4.09,4.91,1.2048192771084338,ENSG00000128694,OSGEPL1
0.632684,1,8.58,7.37,0.8620689655172414,ENSG00000188542,DUSP28
0.632756,1,1.53,1.33,0.8695652173913044,ENSG00000178075,GRAMD1C
0.632799,1,4.47,3.28,0.7352941176470588,ENSG00000049883,PTCD2
0.632882,1,1.19,1.06,0.8849557522123894,ENSG00000261584,RP11-457M11.5
0.633215,1,72.55,79.2,1.0869565217391304,ENSG00000137575,SDCBP
0.633353,1,1.63,1.27,0.78125,ENSG00000143862,ARL8A
0.633402,1,1.31,1.56,1.1904761904761905,ENSG00000149131,SERPING1
0.633525,1,3.6,4.43,1.2345679012345678,ENSG00000233461,RP11-295G20.2
0.633546,1,5.74,8.02,1.3888888888888888,ENSG00000240828,RPL21P4
0.633603,1,29.46,24.77,0.8403361344537815,ENSG00000166272,WBP1L
0.633627,1,1.68,1.44,0.8547008547008548,ENSG00000175873,AC004840.9
0.633645,1,9.8,8.49,0.8695652173913044,ENSG00000119729,RHOQ
0.633661,1,1.3,1.14,0.8771929824561404,ENSG00000257279,RP11-231I16.1
0.633692,1,6.32,7.49,1.1904761904761905,ENSG00000152359,POC5
0.633708,1,3.47,4.6,1.3333333333333333,ENSG00000266475,AC106753.1
0.633771,1,41.96,50.9,1.2195121951219512,ENSG00000075914,EXOSC7
0.633808,1,1.77,2.18,1.2345679012345678,ENSG00000203565,RP13-259N13.2
0.633816,1,737.38,784.37,1.0638297872340425,ENSG00000125868,DSTN
0.633817,1,3.78,4.94,1.2987012987012987,ENSG00000135249,RINT1
0.633833,1,8.91,6.25,0.7042253521126761,ENSG00000164442,CITED2
0.633879,1,1.45,1.27,0.8771929824561404,ENSG00000250280,RP11-305O6.3
0.634149,1,1.32,1.14,0.8620689655172414,ENSG00000268087,CTC-429P9.2
0.634268,1,27.83,35.9,1.282051282051282,ENSG00000185624,P4HB
0.634271,1,36.43,30.37,0.8333333333333334,ENSG00000169136,ATF5
0.634286,1,3.68,2.82,0.7692307692307692,ENSG00000213135,AC015815.6
0.63432,1,189.37,173.56,0.9174311926605504,ENSG00000005893,LAMP2
0.634338,1,1.93,2.39,1.2345679012345678,ENSG00000259865,RP11-488L18.10
0.634385,1,73.77,69.33,0.9433962264150942,ENSG00000100614,PPM1A
0.634402,1,5.85,4.38,0.7462686567164178,ENSG00000075234,TTC38
0.634417,1,6.72,8,1.1904761904761905,ENSG00000188732,FAM221A
0.634451,1,50.43,56.25,1.1111111111111112,ENSG00000065361,ERBB3
0.634551,1,1.29,1.14,0.8849557522123894,ENSG00000240634,RP11-1348G14.1
0.634636,1,1858.48,2004.21,1.075268817204301,ENSG00000233927,RPS28
0.634667,1,491.93,452.15,0.9174311926605504,ENSG00000135940,COX5B
0.634672,1,53.45,61.66,1.1494252873563218,ENSG00000065357,DGKA
0.634708,1,10.33,13.47,1.2987012987012987,ENSG00000251602,RP11-521B24.3
0.634734,1,2.05,2.46,1.2048192771084338,ENSG00000137090,DMRT1
0.634801,1,9.46,8.42,0.8928571428571428,ENSG00000229180,GS1-124K5.11
0.634868,1,1.88,1.52,0.8064516129032259,ENSG00000247708,STX18-AS1
0.634898,1,16.02,14.04,0.8771929824561404,ENSG00000066382,MPPED2
0.634938,1,1.04,1,0.9615384615384615,ENSG00000000938,FGR
0.634938,1,1.03,1,0.970873786407767,ENSG00000002745,WNT16
0.634938,1,1.01,1,0.9900990099009901,ENSG00000004939,SLC4A1
0.634938,1,1.02,1,0.9803921568627451,ENSG00000005421,PON1
0.634938,1,1.03,1,0.970873786407767,ENSG00000007062,PROM1
0.634938,1,1.06,1,0.9433962264150942,ENSG00000007314,SCN4A
0.634938,1,1.02,1,0.9803921568627451,ENSG00000009724,MASP2
0.634938,1,1.02,1,0.9803921568627451,ENSG00000010438,PRSS3
0.634938,1,1.03,1,0.970873786407767,ENSG00000010610,CD4
0.634938,1,1.14,1,0.8771929824561404,ENSG00000015285,WAS
0.634938,1,1.13,1,0.8849557522123894,ENSG00000017483,SLC38A5
0.634938,1,1.13,1,0.8849557522123894,ENSG00000019186,CYP24A1
0.634938,1,1.03,1,0.970873786407767,ENSG00000042980,ADAM28
0.634938,1,1.01,1,0.9900990099009901,ENSG00000047662,FAM184B
0.634938,1,1.03,1,0.970873786407767,ENSG00000047936,ROS1
0.634938,1,1.01,1,0.9900990099009901,ENSG00000048462,TNFRSF17
0.634938,1,1.08,1,0.9259259259259258,ENSG00000054803,CBLN4
0.634938,1,1.01,1,0.9900990099009901,ENSG00000057468,MSH4
0.634938,1,1.01,1,0.9900990099009901,ENSG00000059804,SLC2A3
0.634938,1,1.03,1,0.970873786407767,ENSG00000060718,COL11A1
0.634938,1,1.02,1,0.9803921568627451,ENSG00000062524,LTK
0.634938,1,1.02,1,0.9803921568627451,ENSG00000065325,GLP2R
0.634938,1,1.02,1,0.9803921568627451,ENSG00000065609,SNAP91
0.634938,1,1.03,1,0.970873786407767,ENSG00000066336,SPI1
0.634938,1,1.03,1,0.970873786407767,ENSG00000067842,ATP2B3
0.634938,1,1.06,1,0.9433962264150942,ENSG00000070019,GUCY2C
0.634938,1,1.08,1,0.9259259259259258,ENSG00000070729,CNGB1
0.634938,1,1.06,1,0.9433962264150942,ENSG00000070915,SLC12A3
0.634938,1,1.04,1,0.9615384615384615,ENSG00000071203,MS4A12
0.634938,1,1.01,1,0.9900990099009901,ENSG00000078328,RBFOX1
0.634938,1,1.03,1,0.970873786407767,ENSG00000078579,FGF20
0.634938,1,1.03,1,0.970873786407767,ENSG00000080618,CPB2
0.634938,1,1.01,1,0.9900990099009901,ENSG00000084110,HAL
0.634938,1,1.13,1,0.8849557522123894,ENSG00000085741,WNT11
0.634938,1,1.06,1,0.9433962264150942,ENSG00000086717,PPEF1
0.634938,1,1.12,1,0.8928571428571428,ENSG00000087076,HSD17B14
0.634938,1,1.03,1,0.970873786407767,ENSG00000087237,CETP
0.634938,1,1.02,1,0.9803921568627451,ENSG00000089101,C20orf26
0.634938,1,1.02,1,0.9803921568627451,ENSG00000090382,LYZ
0.634938,1,1.01,1,0.9900990099009901,ENSG00000090512,FETUB
0.634938,1,1.01,1,0.9900990099009901,ENSG00000090920,FCGBP
0.634938,1,1.03,1,0.970873786407767,ENSG00000091972,CD200
0.634938,1,1.01,1,0.9900990099009901,ENSG00000092051,JPH4
0.634938,1,1.05,1,0.9523809523809523,ENSG00000095932,C19orf77
0.634938,1,1.02,1,0.9803921568627451,ENSG00000099769,IGFALS
0.634938,1,1.06,1,0.9433962264150942,ENSG00000100033,PRODH
0.634938,1,1.13,1,0.8849557522123894,ENSG00000100121,GGTLC2
0.634938,1,1.04,1,0.9615384615384615,ENSG00000100146,SOX10
0.634938,1,1.14,1,0.8771929824561404,ENSG00000100346,CACNA1I
0.634938,1,1.03,1,0.970873786407767,ENSG00000100365,NCF4
0.634938,1,1.06,1,0.9433962264150942,ENSG00000100373,UPK3A
0.634938,1,1.01,1,0.9900990099009901,ENSG00000100505,TRIM9
0.634938,1,1.1,1,0.9090909090909091,ENSG00000101194,SLC17A9
0.634938,1,1.01,1,0.9900990099009901,ENSG00000101280,ANGPT4
0.634938,1,1.1,1,0.9090909090909091,ENSG00000101445,PPP1R16B
0.634938,1,1.01,1,0.9900990099009901,ENSG00000101812,H2BFM
0.634938,1,1.02,1,0.9803921568627451,ENSG00000102245,CD40LG
0.634938,1,1.08,1,0.9259259259259258,ENSG00000102313,ITIH6
0.634938,1,1.1,1,0.9090909090909091,ENSG00000102445,KIAA0226L
0.634938,1,1.02,1,0.9803921568627451,ENSG00000102539,MLNR
0.634938,1,1.03,1,0.970873786407767,ENSG00000102760,RGCC
0.634938,1,1.04,1,0.9615384615384615,ENSG00000103375,AQP8
0.634938,1,1.02,1,0.9803921568627451,ENSG00000103460,TOX3
0.634938,1,1.07,1,0.9345794392523364,ENSG00000103472,RRN3P2
0.634938,1,1.03,1,0.970873786407767,ENSG00000103522,IL21R
0.634938,1,1.06,1,0.9433962264150942,ENSG00000103647,CORO2B
0.634938,1,1.03,1,0.970873786407767,ENSG00000103832,GOLGA8UP
0.634938,1,1.01,1,0.9900990099009901,ENSG00000104112,SCG3
0.634938,1,1.08,1,0.9259259259259258,ENSG00000104237,RP1
0.634938,1,1.02,1,0.9803921568627451,ENSG00000104327,CALB1
0.634938,1,1.02,1,0.9803921568627451,ENSG00000105366,SIGLEC8
0.634938,1,1.01,1,0.9900990099009901,ENSG00000105369,CD79A
0.634938,1,1.02,1,0.9803921568627451,ENSG00000105668,UPK1A
0.634938,1,1.02,1,0.9803921568627451,ENSG00000105695,MAG
0.634938,1,1.01,1,0.9900990099009901,ENSG00000106113,CRHR2
0.634938,1,1.02,1,0.9803921568627451,ENSG00000106125,FAM188B
0.634938,1,1.12,1,0.8928571428571428,ENSG00000106328,FSCN3
0.634938,1,1.01,1,0.9900990099009901,ENSG00000106536,POU6F2
0.634938,1,1.02,1,0.9803921568627451,ENSG00000107562,CXCL12
0.634938,1,1.02,1,0.9803921568627451,ENSG00000107593,PKD2L1
0.634938,1,1.03,1,0.970873786407767,ENSG00000107807,TLX1
0.634938,1,1.03,1,0.970873786407767,ENSG00000108001,EBF3
0.634938,1,1.02,1,0.9803921568627451,ENSG00000108417,KRT37
0.634938,1,1.01,1,0.9900990099009901,ENSG00000108691,CCL2
0.634938,1,1.06,1,0.9433962264150942,ENSG00000108785,HSD17B1P1
0.634938,1,1.06,1,0.9433962264150942,ENSG00000108878,CACNG1
0.634938,1,1.03,1,0.970873786407767,ENSG00000108947,EFNB3
0.634938,1,1.13,1,0.8849557522123894,ENSG00000109163,GNRHR
0.634938,1,1.03,1,0.970873786407767,ENSG00000109610,SOD3
0.634938,1,1.02,1,0.9803921568627451,ENSG00000109991,P2RX3
0.634938,1,1.03,1,0.970873786407767,ENSG00000110104,CCDC86
0.634938,1,1.11,1,0.9009009009009008,ENSG00000110169,HPX
0.634938,1,1.01,1,0.9900990099009901,ENSG00000111245,MYL2
0.634938,1,1.03,1,0.970873786407767,ENSG00000111729,CLEC4A
0.634938,1,1.03,1,0.970873786407767,ENSG00000112175,BMP5
0.634938,1,1.12,1,0.8928571428571428,ENSG00000112195,TREML2
0.634938,1,1.03,1,0.970873786407767,ENSG00000112280,COL9A1
0.634938,1,1.02,1,0.9803921568627451,ENSG00000112494,UNC93A
0.634938,1,1.01,1,0.9900990099009901,ENSG00000112499,SLC22A2
0.634938,1,1.02,1,0.9803921568627451,ENSG00000112530,PACRG
0.634938,1,1.04,1,0.9615384615384615,ENSG00000112539,C6orf118
0.634938,1,1.01,1,0.9900990099009901,ENSG00000112619,PRPH2
0.634938,1,1.03,1,0.970873786407767,ENSG00000113248,PCDHB15
0.634938,1,1.02,1,0.9803921568627451,ENSG00000113249,HAVCR1
0.634938,1,1.05,1,0.9523809523809523,ENSG00000113600,C9
0.634938,1,1.02,1,0.9803921568627451,ENSG00000114248,LRRC31
0.634938,1,1.01,1,0.9900990099009901,ENSG00000114374,USP9Y
0.634938,1,1.06,1,0.9433962264150942,ENSG00000114455,HHLA2
0.634938,1,1.01,1,0.9900990099009901,ENSG00000114654,EFCC1
0.634938,1,1.14,1,0.8771929824561404,ENSG00000115468,EFHD1
0.634938,1,1.03,1,0.970873786407767,ENSG00000115657,ABCB6
0.634938,1,1.06,1,0.9433962264150942,ENSG00000115705,TPO
0.634938,1,1.03,1,0.970873786407767,ENSG00000116132,PRRX1
0.634938,1,1.02,1,0.9803921568627451,ENSG00000116774,OLFML3
0.634938,1,1.01,1,0.9900990099009901,ENSG00000116783,TNNI3K
0.634938,1,1.01,1,0.9900990099009901,ENSG00000117069,ST6GALNAC5
0.634938,1,1.02,1,0.9803921568627451,ENSG00000117091,CD48
0.634938,1,1.06,1,0.9433962264150942,ENSG00000117245,KIF17
0.634938,1,1.03,1,0.970873786407767,ENSG00000117322,CR2
0.634938,1,1.02,1,0.9803921568627451,ENSG00000117425,PTCH2
0.634938,1,1.02,1,0.9803921568627451,ENSG00000117598,LPPR5
0.634938,1,1.06,1,0.9433962264150942,ENSG00000117600,LPPR4
0.634938,1,1.02,1,0.9803921568627451,ENSG00000118113,MMP8
0.634938,1,1.01,1,0.9900990099009901,ENSG00000118137,APOA1
